t,type,source,target,importance_xi,cluster
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,9,,
232,EDGE,9,23,,
232,EDGE,23,39,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,19,,
232,EDGE,19,33,,
232,EDGE,33,40,,
232,EDGE,0,1,,
232,EDGE,1,37,,
232,EDGE,37,41,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,9,,
232,EDGE,9,10,,
232,EDGE,10,28,,
232,EDGE,28,36,,
232,EDGE,36,42,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,21,,
232,EDGE,21,27,,
232,EDGE,27,31,,
232,EDGE,31,32,,
232,EDGE,32,34,,
232,EDGE,34,43,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,21,,
232,EDGE,21,27,,
232,EDGE,27,31,,
232,EDGE,31,32,,
232,EDGE,32,34,,
232,EDGE,34,44,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,21,,
232,EDGE,21,27,,
232,EDGE,27,45,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,46,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,20,,
232,EDGE,20,30,,
232,EDGE,30,47,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,9,,
232,EDGE,9,23,,
232,EDGE,23,48,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,21,,
232,EDGE,21,27,,
232,EDGE,27,31,,
232,EDGE,31,32,,
232,EDGE,32,49,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,46,,
232,EDGE,46,50,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,19,,
232,EDGE,19,33,,
232,EDGE,33,51,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,21,,
232,EDGE,21,27,,
232,EDGE,27,31,,
232,EDGE,31,32,,
232,EDGE,32,34,,
232,EDGE,34,43,,
232,EDGE,43,52,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,53,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,15,,
232,EDGE,15,16,,
232,EDGE,16,54,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,21,,
232,EDGE,21,27,,
232,EDGE,27,31,,
232,EDGE,31,32,,
232,EDGE,32,49,,
232,EDGE,49,55,,
232,EDGE,10,5,,
232,EDGE,5,56,,
232,EDGE,10,5,,
232,EDGE,5,35,,
232,EDGE,35,57,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,11,,
232,EDGE,11,25,,
232,EDGE,25,58,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,59,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,13,,
232,EDGE,13,60,,
232,EDGE,0,1,,
232,EDGE,1,37,,
232,EDGE,37,61,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,62,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,11,,
232,EDGE,11,25,,
232,EDGE,25,63,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,21,,
232,EDGE,21,27,,
232,EDGE,27,31,,
232,EDGE,31,32,,
232,EDGE,32,34,,
232,EDGE,34,43,,
232,EDGE,43,64,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,20,,
232,EDGE,20,30,,
232,EDGE,30,47,,
232,EDGE,47,65,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,21,,
232,EDGE,21,27,,
232,EDGE,27,31,,
232,EDGE,31,66,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,21,,
232,EDGE,21,67,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,21,,
232,EDGE,21,27,,
232,EDGE,27,45,,
232,EDGE,45,68,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,21,,
232,EDGE,21,27,,
232,EDGE,27,31,,
232,EDGE,31,32,,
232,EDGE,32,34,,
232,EDGE,34,43,,
232,EDGE,43,69,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,5,,
232,EDGE,5,12,,
232,EDGE,12,24,,
232,EDGE,24,70,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,20,,
232,EDGE,20,30,,
232,EDGE,30,47,,
232,EDGE,47,71,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,6,,
232,EDGE,6,17,,
232,EDGE,17,72,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,15,,
232,EDGE,15,26,,
232,EDGE,26,29,,
232,EDGE,29,73,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,9,,
232,EDGE,9,10,,
232,EDGE,10,28,,
232,EDGE,28,74,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,22,,
232,EDGE,22,75,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,6,,
232,EDGE,6,76,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,9,,
232,EDGE,9,23,,
232,EDGE,23,48,,
232,EDGE,48,77,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,20,,
232,EDGE,20,30,,
232,EDGE,30,78,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,9,,
232,EDGE,9,10,,
232,EDGE,10,28,,
232,EDGE,28,36,,
232,EDGE,36,42,,
232,EDGE,42,79,,
232,EDGE,10,5,,
232,EDGE,5,56,,
232,EDGE,56,80,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,81,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,15,,
232,EDGE,15,26,,
232,EDGE,26,82,,
232,EDGE,0,1,,
232,EDGE,1,37,,
232,EDGE,37,83,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,19,,
232,EDGE,19,33,,
232,EDGE,33,40,,
232,EDGE,40,84,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,9,,
232,EDGE,9,10,,
232,EDGE,10,38,,
232,EDGE,38,85,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,15,,
232,EDGE,15,26,,
232,EDGE,26,29,,
232,EDGE,29,73,,
232,EDGE,73,86,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,9,,
232,EDGE,9,14,,
232,EDGE,14,87,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,19,,
232,EDGE,19,33,,
232,EDGE,33,51,,
232,EDGE,51,88,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,89,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,13,,
232,EDGE,13,60,,
232,EDGE,60,90,,
232,EDGE,10,5,,
232,EDGE,5,91,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,19,,
232,EDGE,19,33,,
232,EDGE,33,40,,
232,EDGE,40,84,,
232,EDGE,84,92,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,9,,
232,EDGE,9,93,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,20,,
232,EDGE,20,94,,
232,EDGE,10,5,,
232,EDGE,5,56,,
232,EDGE,56,80,,
232,EDGE,80,95,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,9,,
232,EDGE,9,23,,
232,EDGE,23,39,,
232,EDGE,39,96,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,9,,
232,EDGE,9,14,,
232,EDGE,14,97,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,9,,
232,EDGE,9,23,,
232,EDGE,23,48,,
232,EDGE,48,98,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,9,,
232,EDGE,9,10,,
232,EDGE,10,38,,
232,EDGE,38,85,,
232,EDGE,85,99,,
232,EDGE,17,41,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,9,,
232,EDGE,9,14,,
232,EDGE,14,100,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,22,,
232,EDGE,22,75,,
232,EDGE,75,101,,
232,EDGE,0,1,,
232,EDGE,1,37,,
232,EDGE,37,61,,
232,EDGE,61,102,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,9,,
232,EDGE,9,10,,
232,EDGE,10,28,,
232,EDGE,28,36,,
232,EDGE,36,42,,
232,EDGE,42,79,,
232,EDGE,79,103,,
232,EDGE,0,1,,
232,EDGE,1,104,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,89,,
232,EDGE,89,105,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,21,,
232,EDGE,21,27,,
232,EDGE,27,31,,
232,EDGE,31,32,,
232,EDGE,32,34,,
232,EDGE,34,44,,
232,EDGE,44,106,,
232,EDGE,10,5,,
232,EDGE,5,56,,
232,EDGE,56,80,,
232,EDGE,80,95,,
232,EDGE,95,107,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,9,,
232,EDGE,9,14,,
232,EDGE,14,87,,
232,EDGE,87,108,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,9,,
232,EDGE,9,10,,
232,EDGE,10,28,,
232,EDGE,28,74,,
232,EDGE,74,109,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,9,,
232,EDGE,9,10,,
232,EDGE,10,28,,
232,EDGE,28,36,,
232,EDGE,36,42,,
232,EDGE,42,79,,
232,EDGE,79,110,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,21,,
232,EDGE,21,27,,
232,EDGE,27,31,,
232,EDGE,31,66,,
232,EDGE,66,111,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,21,,
232,EDGE,21,27,,
232,EDGE,27,31,,
232,EDGE,31,32,,
232,EDGE,32,112,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,13,,
232,EDGE,13,60,,
232,EDGE,60,113,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,21,,
232,EDGE,21,27,,
232,EDGE,27,31,,
232,EDGE,31,32,,
232,EDGE,32,49,,
232,EDGE,49,114,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,21,,
232,EDGE,21,27,,
232,EDGE,27,31,,
232,EDGE,31,32,,
232,EDGE,32,34,,
232,EDGE,34,44,,
232,EDGE,44,106,,
232,EDGE,106,115,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,15,,
232,EDGE,15,26,,
232,EDGE,26,82,,
232,EDGE,82,116,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,9,,
232,EDGE,9,10,,
232,EDGE,10,28,,
232,EDGE,28,36,,
232,EDGE,36,42,,
232,EDGE,42,79,,
232,EDGE,79,110,,
232,EDGE,110,117,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,13,,
232,EDGE,13,118,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,59,,
232,EDGE,59,119,,
232,EDGE,10,5,,
232,EDGE,5,56,,
232,EDGE,56,80,,
232,EDGE,80,95,,
232,EDGE,95,107,,
232,EDGE,107,120,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,21,,
232,EDGE,21,27,,
232,EDGE,27,31,,
232,EDGE,31,32,,
232,EDGE,32,34,,
232,EDGE,34,43,,
232,EDGE,43,69,,
232,EDGE,69,121,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,9,,
232,EDGE,9,23,,
232,EDGE,23,39,,
232,EDGE,39,96,,
232,EDGE,96,122,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,5,,
232,EDGE,5,12,,
232,EDGE,12,24,,
232,EDGE,24,123,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,15,,
232,EDGE,15,26,,
232,EDGE,26,29,,
232,EDGE,29,124,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,15,,
232,EDGE,15,26,,
232,EDGE,26,29,,
232,EDGE,29,73,,
232,EDGE,73,86,,
232,EDGE,86,125,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,9,,
232,EDGE,9,10,,
232,EDGE,10,28,,
232,EDGE,28,36,,
232,EDGE,36,42,,
232,EDGE,42,126,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,19,,
232,EDGE,19,33,,
232,EDGE,33,40,,
232,EDGE,40,84,,
232,EDGE,84,92,,
232,EDGE,92,127,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,9,,
232,EDGE,9,23,,
232,EDGE,23,39,,
232,EDGE,39,96,,
232,EDGE,96,128,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,129,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,59,,
232,EDGE,59,119,,
232,EDGE,119,130,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,19,,
232,EDGE,19,33,,
232,EDGE,33,40,,
232,EDGE,40,84,,
232,EDGE,84,92,,
232,EDGE,92,131,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,21,,
232,EDGE,21,27,,
232,EDGE,27,31,,
232,EDGE,31,32,,
232,EDGE,32,49,,
232,EDGE,49,55,,
232,EDGE,55,132,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,9,,
232,EDGE,9,10,,
232,EDGE,10,38,,
232,EDGE,38,85,,
232,EDGE,85,99,,
232,EDGE,99,133,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,21,,
232,EDGE,21,27,,
232,EDGE,27,31,,
232,EDGE,31,32,,
232,EDGE,32,34,,
232,EDGE,34,43,,
232,EDGE,43,64,,
232,EDGE,64,134,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,9,,
232,EDGE,9,23,,
232,EDGE,23,48,,
232,EDGE,48,77,,
232,EDGE,77,135,,
232,EDGE,10,5,,
232,EDGE,5,35,,
232,EDGE,35,136,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,19,,
232,EDGE,19,33,,
232,EDGE,33,51,,
232,EDGE,51,137,,
232,EDGE,10,5,,
232,EDGE,5,56,,
232,EDGE,56,80,,
232,EDGE,80,95,,
232,EDGE,95,107,,
232,EDGE,107,120,,
232,EDGE,120,138,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,11,,
232,EDGE,11,25,,
232,EDGE,25,63,,
232,EDGE,63,139,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,15,,
232,EDGE,15,16,,
232,EDGE,16,140,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,19,,
232,EDGE,19,33,,
232,EDGE,33,141,,
232,EDGE,0,1,,
232,EDGE,1,142,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,21,,
232,EDGE,21,27,,
232,EDGE,27,31,,
232,EDGE,31,32,,
232,EDGE,32,34,,
232,EDGE,34,43,,
232,EDGE,43,64,,
232,EDGE,64,134,,
232,EDGE,134,143,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,21,,
232,EDGE,21,27,,
232,EDGE,27,31,,
232,EDGE,31,32,,
232,EDGE,32,34,,
232,EDGE,34,43,,
232,EDGE,43,64,,
232,EDGE,64,134,,
232,EDGE,134,144,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,9,,
232,EDGE,9,14,,
232,EDGE,14,100,,
232,EDGE,100,145,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,5,,
232,EDGE,5,12,,
232,EDGE,12,24,,
232,EDGE,24,146,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,15,,
232,EDGE,15,26,,
232,EDGE,26,29,,
232,EDGE,29,73,,
232,EDGE,73,86,,
232,EDGE,86,125,,
232,EDGE,125,147,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,21,,
232,EDGE,21,27,,
232,EDGE,27,31,,
232,EDGE,31,32,,
232,EDGE,32,34,,
232,EDGE,34,43,,
232,EDGE,43,64,,
232,EDGE,64,134,,
232,EDGE,134,144,,
232,EDGE,144,148,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,9,,
232,EDGE,9,10,,
232,EDGE,10,28,,
232,EDGE,28,36,,
232,EDGE,36,42,,
232,EDGE,42,79,,
232,EDGE,79,149,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,9,,
232,EDGE,9,10,,
232,EDGE,10,28,,
232,EDGE,28,36,,
232,EDGE,36,42,,
232,EDGE,42,79,,
232,EDGE,79,149,,
232,EDGE,149,150,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,19,,
232,EDGE,19,33,,
232,EDGE,33,51,,
232,EDGE,51,137,,
232,EDGE,137,151,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,62,,
232,EDGE,62,152,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,9,,
232,EDGE,9,10,,
232,EDGE,10,28,,
232,EDGE,28,36,,
232,EDGE,36,42,,
232,EDGE,42,79,,
232,EDGE,79,110,,
232,EDGE,110,153,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,20,,
232,EDGE,20,30,,
232,EDGE,30,78,,
232,EDGE,78,154,,
232,EDGE,0,1,,
232,EDGE,1,37,,
232,EDGE,37,83,,
232,EDGE,83,155,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,6,,
232,EDGE,6,17,,
232,EDGE,17,156,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,21,,
232,EDGE,21,27,,
232,EDGE,27,31,,
232,EDGE,31,32,,
232,EDGE,32,34,,
232,EDGE,34,43,,
232,EDGE,43,64,,
232,EDGE,64,157,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,89,,
232,EDGE,89,105,,
232,EDGE,105,158,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,15,,
232,EDGE,15,26,,
232,EDGE,26,29,,
232,EDGE,29,124,,
232,EDGE,124,159,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,81,,
232,EDGE,81,160,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,9,,
232,EDGE,9,10,,
232,EDGE,10,38,,
232,EDGE,38,85,,
232,EDGE,85,99,,
232,EDGE,99,133,,
232,EDGE,133,161,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,21,,
232,EDGE,21,27,,
232,EDGE,27,31,,
232,EDGE,31,32,,
232,EDGE,32,34,,
232,EDGE,34,43,,
232,EDGE,43,64,,
232,EDGE,64,134,,
232,EDGE,134,144,,
232,EDGE,144,148,,
232,EDGE,148,162,,
232,EDGE,0,1,,
232,EDGE,1,104,,
232,EDGE,104,163,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,19,,
232,EDGE,19,33,,
232,EDGE,33,51,,
232,EDGE,51,137,,
232,EDGE,137,151,,
232,EDGE,151,164,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,11,,
232,EDGE,11,25,,
232,EDGE,25,63,,
232,EDGE,63,139,,
232,EDGE,139,165,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,13,,
232,EDGE,13,60,,
232,EDGE,60,90,,
232,EDGE,90,166,,
232,EDGE,0,1,,
232,EDGE,1,37,,
232,EDGE,37,167,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,19,,
232,EDGE,19,33,,
232,EDGE,33,51,,
232,EDGE,51,137,,
232,EDGE,137,151,,
232,EDGE,151,168,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,19,,
232,EDGE,19,33,,
232,EDGE,33,51,,
232,EDGE,51,137,,
232,EDGE,137,151,,
232,EDGE,151,169,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,15,,
232,EDGE,15,16,,
232,EDGE,16,140,,
232,EDGE,140,170,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,9,,
232,EDGE,9,23,,
232,EDGE,23,39,,
232,EDGE,39,96,,
232,EDGE,96,128,,
232,EDGE,128,171,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,6,,
232,EDGE,6,76,,
232,EDGE,76,172,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,21,,
232,EDGE,21,27,,
232,EDGE,27,31,,
232,EDGE,31,32,,
232,EDGE,32,49,,
232,EDGE,49,114,,
232,EDGE,114,173,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,9,,
232,EDGE,9,10,,
232,EDGE,10,28,,
232,EDGE,28,36,,
232,EDGE,36,174,,
232,EDGE,0,1,,
232,EDGE,1,37,,
232,EDGE,37,83,,
232,EDGE,83,175,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,15,,
232,EDGE,15,26,,
232,EDGE,26,29,,
232,EDGE,29,73,,
232,EDGE,73,86,,
232,EDGE,86,125,,
232,EDGE,125,147,,
232,EDGE,147,176,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,20,,
232,EDGE,20,30,,
232,EDGE,30,47,,
232,EDGE,47,71,,
232,EDGE,71,177,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,6,,
232,EDGE,6,76,,
232,EDGE,76,172,,
232,EDGE,172,178,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,9,,
232,EDGE,9,14,,
232,EDGE,14,87,,
232,EDGE,87,179,,
232,EDGE,10,5,,
232,EDGE,5,180,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,21,,
232,EDGE,21,27,,
232,EDGE,27,31,,
232,EDGE,31,181,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,15,,
232,EDGE,15,26,,
232,EDGE,26,29,,
232,EDGE,29,73,,
232,EDGE,73,86,,
232,EDGE,86,125,,
232,EDGE,125,147,,
232,EDGE,147,182,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,15,,
232,EDGE,15,16,,
232,EDGE,16,183,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,9,,
232,EDGE,9,23,,
232,EDGE,23,39,,
232,EDGE,39,96,,
232,EDGE,96,184,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,18,,
232,EDGE,18,21,,
232,EDGE,21,27,,
232,EDGE,27,31,,
232,EDGE,31,32,,
232,EDGE,32,34,,
232,EDGE,34,43,,
232,EDGE,43,64,,
232,EDGE,64,185,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,7,,
232,EDGE,7,9,,
232,EDGE,9,23,,
232,EDGE,23,39,,
232,EDGE,39,96,,
232,EDGE,96,128,,
232,EDGE,128,171,,
232,EDGE,171,186,,
232,EDGE,36,57,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,11,,
232,EDGE,11,25,,
232,EDGE,25,63,,
232,EDGE,63,139,,
232,EDGE,139,187,,
232,EDGE,0,1,,
232,EDGE,1,2,,
232,EDGE,2,3,,
232,EDGE,3,15,,
232,EDGE,15,16,,
232,EDGE,16,188,,
232,EDGE,0,1,,
232,EDGE,1,4,,
232,EDGE,4,13,,
232,EDGE,13,60,,
232,EDGE,60,90,,
232,EDGE,90,189,,
232,EDGE,10,5,,
232,EDGE,5,56,,
232,EDGE,56,80,,
